image_id,transfer_time,inference_time
d8e144e7-37ab-49b7-8c9d-0e843a72f972,0.14530420303344727,0.13271808624267578
e4397781-b803-4ec5-9add-f9997cc994b5,0.05948805809020996,0.05033087730407715
d4839055-bc47-432f-ad7c-18dc756002ef,0.05422616004943848,0.0470430850982666
92a225c1-7036-4c8b-bdfb-db274670c3ed,0.05671381950378418,0.046405792236328125
d4b92b06-e0a0-4bc0-9f82-c10a598d0f57,0.05437016487121582,0.04715704917907715
bafae90a-49f5-4b4c-a18e-91bc255cd7a3,0.06411290168762207,0.04756474494934082
79a86d80-ff03-485b-b928-17f4fa60105c,0.0672919750213623,0.05546903610229492
dcd40bda-fb78-4697-81e8-01f4a907ff6f,0.053041934967041016,0.04433608055114746
151d233a-6f05-42cb-94f9-0c410cf29342,0.05532693862915039,0.0459136962890625
6e316230-408c-4d15-bae0-98a58e9aa934,0.0539400577545166,0.045378923416137695
50c348ee-d208-4aa6-bc63-8c55026faeef,0.05414104461669922,0.04542279243469238
f57b2213-e16b-4b0a-8df4-954b0741b806,0.056797027587890625,0.04694104194641113
08e91981-b9ff-4296-bf60-0bbf7052ff46,0.055504798889160156,0.0461878776550293
b9f049b6-2f5f-4367-8177-4bdb8bf0aa22,0.052906036376953125,0.04466700553894043
97ee5425-86c9-4638-bc56-1e7c065c17f4,0.05626988410949707,0.04515409469604492
53d23577-b223-4713-95be-c82cabc7c294,0.05319094657897949,0.044812917709350586
6314d913-7347-4b41-b21d-8365f53ed4ed,0.05583977699279785,0.045485734939575195
8e632d4a-276f-4c62-b135-27d5d2a2118f,0.05378603935241699,0.04535102844238281
071237b0-c027-4f69-b3fa-f2227f958657,0.050547122955322266,0.04361987113952637
73f2a4d2-1289-4833-a638-68bc407a28af,0.05369710922241211,0.04565310478210449
4e1a64f0-84db-4b2c-a457-04261e007ef3,0.05196523666381836,0.04490089416503906
1d46dd9b-5a51-4d83-9c09-01e588cdfde8,0.0565340518951416,0.04587507247924805
c6f8d488-1f05-4be1-8935-60677b9b3a1e,0.051032066345214844,0.044652700424194336
4c33226f-82a6-4b8a-9fcd-2a5f916a58ae,0.05573678016662598,0.04637002944946289
b3245ccf-4118-4eff-b700-36f323fda2c4,0.049019813537597656,0.04388284683227539
21582a7d-f281-4f19-b93d-a9b09d3c2d33,0.0565028190612793,0.045556068420410156
f4c22d96-a590-4729-b749-5bf859bfdfec,0.05157804489135742,0.04421806335449219
af3628ad-32f6-4f78-836b-332a5ff2a174,0.057826995849609375,0.045357704162597656
2804a826-414f-42bd-afec-84cd74db324e,0.054360151290893555,0.04532027244567871
70ecee02-403a-4c93-9612-3e8f62f7bc74,0.051920175552368164,0.04403495788574219
