image_id,transfer_time,inference_time
78dcadb5-95b4-4b8d-b67f-8b246549fc58,0.14916610717773438,0.13663101196289062
add55cff-9919-4ba0-b71c-806c9332fc47,0.05809187889099121,0.04965806007385254
1f2bf577-b67f-467b-8928-540532ab2c41,0.052420854568481445,0.04513907432556152
d0e40cdc-9878-43df-896c-f98ea7f8c984,0.05699896812438965,0.046562910079956055
a7c05bb5-c529-423d-8fe2-5db85aa1908f,0.05208587646484375,0.044654130935668945
527a7722-49f2-4478-b3b0-4b0b94e501ab,0.06648993492126465,0.04908275604248047
33984847-fc22-47d7-99f4-b7a737657836,0.06646490097045898,0.05492520332336426
0f6cf8ad-2be7-43eb-a298-874b3318eefa,0.05736804008483887,0.048673152923583984
d295b9d6-8969-40d0-8d93-8855710ebb70,0.06378006935119629,0.05286884307861328
7d2cee59-fab8-469f-ba73-a3c8cfe4c768,0.0611569881439209,0.050642967224121094
8c3de6c6-f8fb-4abc-816b-fab5ad2cfddc,0.059821128845214844,0.04987215995788574
afbf1056-2955-411d-803b-ac2731194c6a,0.0747227668762207,0.06324291229248047
09b959da-9062-4c73-bc65-c6c70f5fe252,0.08720898628234863,0.07192611694335938
6f753b46-a488-416c-af22-8352bced8ef6,0.09398722648620605,0.0781259536743164
fca5f684-95b8-452a-81c9-418a2c915fbf,0.16809296607971191,0.150770902633667
2c1663ce-eef7-450f-b01a-3c44c82f3bb2,0.1602339744567871,0.1445930004119873
3652555b-a700-4cbd-8d81-d0d954429b89,0.1188499927520752,0.09763813018798828
7939d796-0993-490a-accf-53a2785dcd7e,0.09941792488098145,0.08753275871276855
3f9517c3-c1e1-456b-b4b8-0430f43795f5,0.08951902389526367,0.07804703712463379
6d3bf501-900b-4792-8de9-ab46ce9d80a8,0.08792495727539062,0.07414579391479492
970511bf-d343-4c01-aa7a-344fe7c350fd,0.08676624298095703,0.07566475868225098
6115db69-6fe0-45f3-a16c-e936cb5bdd29,0.09836792945861816,0.07941699028015137
884f7402-150b-4f02-b7f3-8ede54cb2fbe,0.1109158992767334,0.09868502616882324
08feec24-8eb5-4f1a-96ed-a10baa1ab046,0.11541318893432617,0.10118508338928223
3e799025-280a-4b49-a43c-900315549583,0.11085915565490723,0.10024785995483398
1d598e8e-7e44-4721-af8c-dfc04886023e,0.1073610782623291,0.09206581115722656
b7b216d7-6add-405e-90dc-3ae0a3fd90ef,0.09258484840393066,0.0806879997253418
48dea6d0-675c-49bb-89e9-b6345ab9b42e,0.0920400619506836,0.07166385650634766
f8615971-b4fb-41e7-8f24-17c4121a30b4,0.08640313148498535,0.07275676727294922
c1de3aac-1c35-45d2-9873-b7ae31c79fca,0.08254194259643555,0.07006001472473145
3a3d3429-e712-48c1-975e-3bcd8023a0af,0.08762598037719727,0.07508206367492676
453f8aa5-c859-4059-8517-e5853aabbbc4,0.10159087181091309,0.09290003776550293
484bb4a2-7752-4cfa-9eb5-ddf8e8d680ec,0.10576891899108887,0.09294795989990234
2bf9f861-935e-4c10-85f6-5d543d181a89,0.10475516319274902,0.0883021354675293
3ea8ffaa-700d-436a-a64f-b7ec8c4df548,0.09804081916809082,0.08131885528564453
3d9dca63-0f39-4119-b4d9-5bf63496a3aa,0.09509420394897461,0.07604813575744629
36844668-8cb1-4955-8fc9-1a10f0a895ac,0.1116950511932373,0.09997892379760742
21ad4c68-427b-4817-bd94-a3727afa2309,0.10858774185180664,0.09340476989746094
5356787e-13fc-4ae9-9941-8723fe19e472,0.09611892700195312,0.08092188835144043
c4e1bea8-2ee9-4d2b-8946-d10b2f10c3c7,0.0965418815612793,0.07859992980957031
44489824-9837-424c-9355-64a5324a77e4,0.0918419361114502,0.07786917686462402
0791ea4c-0003-4beb-8ce7-252ee6847190,0.11411499977111816,0.08898472785949707
850c054d-e932-466c-8389-b7ec9bbb7f2b,0.11552095413208008,0.09945297241210938
11ffdd87-9d41-44d3-8052-7f888258fe03,0.14017319679260254,0.13205814361572266
09529cd0-d7f6-47a5-8a5c-0fb3e736d25f,0.11723995208740234,0.10382795333862305
b5a5c0a4-d5d1-465c-b108-66510d7a1535,0.09378504753112793,0.0821988582611084
1c3911d0-afd9-4e05-8b9f-e56bd031c966,0.09432291984558105,0.07862114906311035
a710d791-a348-47c3-91f1-b405129f5741,0.14388298988342285,0.12702298164367676
023ea256-2fdc-4a0a-83e8-ed7c907777ed,0.10328006744384766,0.09341692924499512
4f9c3ffe-e3a5-4252-b3bc-eb9f1599ca37,0.10294103622436523,0.08460378646850586
918804ee-8e56-44d6-833d-9ccbdb4d97da,0.08949995040893555,0.07611799240112305
86bc3f92-d8d8-47be-bb2e-c1d6b2c459a7,0.08685898780822754,0.07505607604980469
0e2ea621-89c3-4827-8547-64f97a298adb,0.08484506607055664,0.07161688804626465
b3df425a-4039-405d-b205-5efa124f095a,0.08890295028686523,0.0705559253692627
0dd52f79-a6bf-4182-bf29-4e0e1bd21c0b,0.09125375747680664,0.07393574714660645
07a76693-62ad-4273-a26a-fd9237f3eaf1,0.12528204917907715,0.11005783081054688
62dcc706-0b11-4016-be09-b034005d841a,0.11802983283996582,0.10213112831115723
8a898f4d-0123-429a-bbd8-0606feac5e53,0.11086320877075195,0.0987541675567627
175e6ee7-2947-40b0-98a1-0c36d25c44fb,0.11221814155578613,0.09641909599304199
5aae8cd2-ec4e-4e0e-b459-6c5575c173df,0.0825049877166748,0.07074213027954102
